DM_OPPTY_ID,activity,is_complete_yn,description,completed_date
140,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
141,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
142,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
143,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
144,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
145,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
146,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
147,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
148,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
149,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
150,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
151,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
152,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
153,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
154,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
155,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
156,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
157,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
158,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
159,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
160,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
161,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
162,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
163,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
164,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
165,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
166,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
167,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
168,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
169,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
170,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
171,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
172,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
173,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
174,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
175,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
176,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
177,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
178,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
179,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
180,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
181,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
182,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
183,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
184,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
185,ZOOM MEETING,N,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet","12,18,2022"
186,PHONE CALL,Y,It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.,"12,18,2022"
187,EMAIL,Y,"There are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humou","12,18,2022"
188,PRESENTATION,Y,"Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old","12,18,2022"
189,IN-PERSON MEETING,N,"Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","12,18,2022"
